,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
13298,No,Air Miles,Postcard,Medium,1,No,High,2,0,5,No,1143.5
13299,No,Points,Letter,Low,1,No,Low,2,0,2,No,850.5
13300,No,Air Miles,Letter,High,2,No,Low,1,1,4,Yes,308.25
13301,No,Cash Back,Letter,High,1,No,Medium,3,2,3,Yes,62.0
13302,No,Points,Letter,High,2,No,Medium,1,1,3,Yes,227.5
13303,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,3,Yes,836.5
13304,No,Cash Back,Letter,Low,1,No,High,3,0,3,No,743.75
13305,No,Cash Back,Letter,Medium,2,No,Low,1,1,2,Yes,1059.75
13306,No,Points,Letter,Low,2,No,Low,3,1,3,Yes,940.0
13307,No,Cash Back,Letter,High,1,No,Low,3,0,3,No,296.5
13308,No,Cash Back,Letter,Medium,1,No,Medium,2,0,5,No,1442.5
13309,No,Points,Letter,High,2,No,Low,2,0,4,No,226.75
13310,No,Points,Letter,High,1,No,Medium,3,0,3,No,884.25
13311,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,1227.0
13312,No,Cash Back,Postcard,Medium,1,No,High,1,2,4,Yes,1073.75
13313,No,Cash Back,Letter,High,1,No,Low,2,0,4,No,208.25
13314,No,Cash Back,Letter,Medium,1,No,Low,2,0,4,No,293.75
13315,No,Air Miles,Letter,Medium,1,No,High,1,0,3,No,1193.0
13316,Yes,Points,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1009.5
13317,No,Cash Back,Letter,Medium,1,No,Medium,3,0,3,No,1130.25
13318,No,Points,Letter,Medium,1,No,Low,2,0,3,No,1014.25
13319,No,Cash Back,Letter,Medium,2,No,Medium,2,0,5,No,1159.25
13320,Yes,Cash Back,Postcard,Medium,2,No,Low,2,1,4,Yes,1065.5
13321,No,Points,Postcard,Medium,1,No,Medium,3,0,4,No,1251.75
13322,No,Cash Back,Postcard,Medium,1,Yes,High,1,2,4,Yes,296.75
13323,No,Cash Back,Postcard,High,2,No,Medium,2,1,5,Yes,907.75
13324,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,997.5
13325,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,369.5
13326,No,Points,Letter,High,1,No,Medium,2,0,6,No,1213.0
13327,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,2,Yes,1190.0
13328,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,0,4,No,251.75
13329,No,Air Miles,Postcard,Medium,1,No,Medium,3,0,4,No,970.25
13330,No,Air Miles,Letter,High,1,No,Low,3,1,4,Yes,791.0
13331,No,Air Miles,Letter,Low,1,No,High,3,0,4,No,1135.0
13332,No,Cash Back,Letter,Low,1,No,High,2,0,5,No,926.75
13333,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1048.5
13334,No,Cash Back,Postcard,Low,2,No,High,1,1,4,Yes,785.5
13335,No,Cash Back,Letter,Medium,1,No,High,3,1,5,Yes,218.0
13336,No,Points,Letter,Medium,1,Yes,Low,2,0,2,No,735.0
13337,No,Cash Back,Letter,Low,1,No,High,1,0,3,No,1029.0
13338,No,Air Miles,Postcard,High,1,No,Low,3,1,3,Yes,966.5
13339,No,Air Miles,Letter,Medium,2,No,Medium,3,0,3,No,169.0
13340,No,Points,Letter,Low,2,No,High,1,1,5,Yes,1156.0
13341,No,Points,Postcard,High,1,No,High,1,1,5,Yes,1321.5
13342,No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1025.0
13343,No,Points,Letter,Low,2,Yes,High,1,1,3,Yes,1349.25
13344,No,Air Miles,Postcard,Medium,2,No,High,1,1,3,Yes,637.0
13345,No,Points,Letter,Medium,1,No,Medium,3,1,4,Yes,1001.75
13346,No,Air Miles,Letter,High,1,No,High,2,0,3,No,88.75
13347,No,Cash Back,Letter,Low,1,No,Medium,3,1,3,Yes,1022.5
13348,No,Air Miles,Letter,Medium,1,No,Low,1,2,5,Yes,1401.25
13349,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,964.5
13350,No,Air Miles,Postcard,Medium,1,No,High,2,2,5,Yes,1322.0
13351,No,Points,Postcard,High,2,Yes,Low,1,1,3,Yes,713.75
13352,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,236.25
13353,No,Points,Letter,High,1,No,Medium,3,1,3,Yes,1042.75
13354,Yes,Air Miles,Postcard,High,1,No,Medium,3,0,2,No,1114.25
13355,No,Cash Back,Postcard,Medium,2,No,High,2,0,3,No,1024.5
13356,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,255.75
13357,No,Points,Letter,Low,1,Yes,Low,1,1,3,Yes,883.5
13358,No,Cash Back,Postcard,Low,2,No,Low,3,1,3,Yes,1698.5
13359,No,Points,Postcard,Low,1,No,High,1,0,1,No,666.5
13360,No,Cash Back,Letter,Low,2,No,High,1,1,4,Yes,1233.25
13361,No,Cash Back,Letter,Medium,2,No,High,1,1,5,Yes,885.25
13362,No,Cash Back,Letter,Medium,1,No,Low,2,0,4,No,241.75
13363,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,1186.0
13364,No,Air Miles,Letter,Medium,2,No,Low,2,0,2,No,719.0
13365,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1260.0
13366,No,Air Miles,Letter,Medium,2,Yes,Low,2,0,2,No,1286.25
13367,No,Air Miles,Letter,Medium,1,Yes,Medium,2,2,3,Yes,207.0
13368,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1193.25
13369,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,1140.0
13370,No,Cash Back,Letter,Low,1,No,High,2,1,5,Yes,973.0
13371,No,Points,Letter,Low,2,No,High,1,0,4,No,990.25
13372,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,828.5
13373,No,Points,Postcard,High,1,No,High,2,1,4,Yes,1251.75
13374,No,Points,Letter,Medium,1,No,Low,3,0,4,No,903.0
13375,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,324.75
13376,No,Points,Postcard,Medium,1,No,Low,3,1,3,Yes,254.5
13377,No,Air Miles,Postcard,Low,1,No,Medium,2,0,5,No,1180.75
13378,No,Cash Back,Letter,Medium,1,No,High,2,0,3,No,111.75
13379,No,Cash Back,Letter,Medium,1,No,Low,1,0,4,No,1290.5
13380,No,Points,Postcard,Medium,2,No,Medium,2,0,2,No,1054.25
13381,No,Air Miles,Postcard,Medium,2,No,Low,2,2,3,Yes,1211.75
13382,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1218.25
13383,No,Points,Letter,Low,2,No,Low,1,0,2,No,165.25
13384,No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1102.0
13385,No,Cash Back,Postcard,Medium,2,Yes,Medium,4,0,5,No,1117.0
13386,No,Air Miles,Postcard,Low,2,No,Medium,2,1,3,Yes,1674.75
13387,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,1160.75
13388,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1207.0
13389,No,Points,Letter,Medium,1,No,Medium,2,1,4,Yes,713.5
13390,No,Cash Back,Letter,High,2,No,Medium,1,2,3,Yes,1069.25
13391,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,1042.25
13392,No,Air Miles,Postcard,Medium,2,No,High,2,0,4,No,1759.25
13393,No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1116.5
13394,No,Air Miles,Postcard,Medium,2,No,High,2,0,5,No,771.75
13395,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,191.5
13396,No,Points,Letter,High,1,Yes,Medium,4,1,2,Yes,325.75
13397,No,Cash Back,Letter,Medium,1,No,High,3,0,4,No,835.5
13398,Yes,Cash Back,Postcard,High,1,No,Low,1,0,4,No,766.25
13399,No,Points,Postcard,Medium,1,No,Medium,3,2,2,Yes,1060.0
13400,No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,594.0
13401,No,Points,Postcard,High,2,No,High,2,1,4,Yes,1262.0
13402,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1170.75
13403,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,1203.75
13404,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,710.5
13405,No,Points,Postcard,High,1,No,Low,3,0,4,No,849.75
13406,No,Air Miles,Letter,High,1,Yes,Medium,3,0,3,No,825.25
13407,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,2,Yes,935.5
13408,No,Cash Back,Letter,High,1,Yes,Medium,1,2,3,Yes,1206.75
13409,No,Cash Back,Letter,Low,1,No,Medium,2,2,3,Yes,983.0
13410,No,Air Miles,Letter,Low,1,No,Medium,2,2,4,Yes,1347.5
13411,No,Cash Back,Letter,Medium,1,No,Medium,2,0,4,No,790.0
13412,No,Cash Back,Letter,Medium,1,No,Medium,3,0,4,No,345.0
13413,No,Points,Letter,High,1,No,High,2,1,3,Yes,1087.75
13414,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,5,Yes,335.25
13415,No,Air Miles,Letter,Medium,1,No,Low,4,0,2,No,960.25
13416,No,Air Miles,Letter,Medium,1,Yes,Medium,1,0,3,No,833.0
13417,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1349.25
13418,No,Cash Back,Postcard,Medium,1,No,Medium,4,0,4,No,817.5
13419,No,Cash Back,Letter,Low,1,No,High,1,0,3,No,987.25
13420,Yes,Cash Back,Postcard,High,1,No,Low,3,0,3,No,857.0
13421,No,Air Miles,Postcard,Medium,2,No,Medium,2,3,3,Yes,1276.5
13422,No,Air Miles,Postcard,Medium,1,Yes,Low,3,1,4,Yes,1052.75
13423,No,Points,Postcard,High,1,No,Low,2,1,3,Yes,924.75
13424,No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,1034.25
13425,No,Cash Back,Postcard,Medium,2,No,High,3,1,4,Yes,1054.75
13426,No,Cash Back,Postcard,Medium,1,No,Medium,2,0,3,No,946.75
13427,Yes,Points,Letter,Low,1,No,Low,2,0,2,No,1339.0
13428,No,Points,Postcard,Low,1,No,High,3,1,5,Yes,1178.25
13429,No,Cash Back,Letter,High,1,No,Medium,3,0,3,No,948.5
13430,Yes,Cash Back,Postcard,Low,1,No,Low,1,0,3,No,881.75
13431,No,Cash Back,Letter,Medium,2,No,High,3,2,3,Yes,1076.5
13432,No,Points,Postcard,High,1,Yes,High,2,1,3,Yes,1347.25
13433,No,Cash Back,Letter,Medium,1,No,High,2,0,4,No,723.75
13434,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,Yes,1081.0
13435,Yes,Points,Letter,High,1,No,Low,2,2,3,Yes,1007.0
13436,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,804.75
13437,No,Cash Back,Postcard,Low,1,No,Low,2,0,5,No,907.5
13438,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,4,Yes,720.75
13439,No,Cash Back,Postcard,High,1,No,Low,2,0,4,No,1172.0
13440,No,Cash Back,Postcard,Medium,1,No,Medium,3,2,5,Yes,1260.5
13441,Yes,Cash Back,Postcard,Medium,1,No,Low,2,2,2,Yes,1018.25
13442,No,Air Miles,Letter,Medium,2,No,Medium,3,2,5,Yes,988.25
13443,No,Points,Letter,Low,1,No,Medium,1,0,4,No,1058.5
13444,Yes,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,1338.5
13445,No,Cash Back,Letter,High,1,No,Medium,2,2,4,Yes,1083.0
13446,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,906.25
13447,No,Points,Letter,High,1,No,High,1,1,3,Yes,1124.75
13448,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,5,Yes,941.0
13449,No,Air Miles,Letter,Low,1,No,Medium,1,2,6,Yes,781.0
13450,No,Points,Postcard,Medium,1,Yes,Medium,2,0,4,No,1222.0
13451,No,Cash Back,Postcard,High,1,No,Low,2,0,2,No,261.75
13452,No,Points,Postcard,Medium,2,No,High,2,1,5,Yes,1600.0
13453,No,Air Miles,Postcard,High,1,No,High,4,1,2,Yes,1164.25
13454,Yes,Cash Back,Letter,Medium,1,No,Low,2,0,4,No,923.75
13455,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,1365.5
13456,No,Air Miles,Postcard,Medium,1,No,Low,1,0,3,No,994.5
13457,No,Cash Back,Letter,Medium,1,No,High,2,0,4,No,1158.5
13458,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,1200.0
13459,No,Cash Back,Letter,High,1,Yes,Medium,2,1,1,Yes,1072.75
13460,No,Points,Postcard,High,1,No,High,2,0,4,No,948.5
13461,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,4,Yes,971.25
13462,No,Cash Back,Letter,Medium,1,No,High,2,0,6,No,999.75
13463,No,Air Miles,Letter,High,3,Yes,Medium,3,1,2,Yes,803.0
13464,No,Points,Letter,High,1,Yes,High,3,1,3,Yes,964.25
13465,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,297.0
13466,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1164.75
13467,No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,1152.5
13468,No,Air Miles,Letter,High,1,No,High,1,0,3,No,1014.25
13469,No,Points,Postcard,Low,1,Yes,High,1,1,3,Yes,1090.0
13470,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1247.75
13471,Yes,Points,Letter,Low,2,No,Low,3,1,5,Yes,984.75
13472,No,Cash Back,Postcard,High,1,No,Low,2,0,6,No,1202.0
13473,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,1172.5
13474,No,Points,Letter,Medium,1,No,High,2,0,5,No,237.0
13475,No,Points,Postcard,Medium,1,No,Medium,1,0,4,No,239.0
13476,No,Air Miles,Postcard,Low,1,No,Low,1,0,4,No,1060.25
13477,No,Air Miles,Letter,Medium,1,No,High,3,1,5,Yes,249.25
13478,No,Points,Postcard,Medium,1,No,Low,3,0,6,No,1171.25
13479,No,Air Miles,Postcard,Medium,1,No,Medium,1,0,5,No,412.5
13480,No,Points,Postcard,Low,1,Yes,High,1,0,3,No,1249.75
13481,No,Air Miles,Postcard,High,1,No,High,2,2,3,Yes,1201.25
13482,No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,1335.5
13483,No,Points,Letter,Medium,1,No,Low,1,0,4,No,827.5
13484,No,Points,Postcard,High,1,No,Low,1,1,5,Yes,392.25
13485,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,1018.0
13486,No,Air Miles,Letter,Medium,1,No,Low,3,1,3,Yes,218.25
13487,No,Points,Letter,High,2,No,High,1,0,4,No,1024.5
13488,No,Air Miles,Postcard,Low,1,No,High,3,0,4,No,971.25
13489,No,Air Miles,Letter,Low,2,No,High,2,0,2,No,1036.25
13490,No,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,1090.75
13491,No,Points,Letter,High,1,No,Low,1,1,5,Yes,677.0
13492,No,Cash Back,Letter,Medium,2,No,Medium,1,1,2,Yes,772.0
13493,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1119.0
13494,No,Air Miles,Postcard,Medium,1,Yes,High,1,0,2,No,1000.75
13495,No,Air Miles,Letter,Medium,1,No,Medium,1,0,2,No,792.25
13496,No,Cash Back,Postcard,Medium,1,No,Low,3,1,2,Yes,1285.25
13497,Yes,Air Miles,Postcard,High,2,No,Medium,2,1,5,Yes,244.25
13498,No,Air Miles,Letter,Medium,1,No,Medium,3,0,1,No,837.25
13499,Yes,Air Miles,Postcard,High,1,No,Medium,2,0,5,No,1248.5
13500,No,Points,Postcard,High,1,No,High,1,1,3,Yes,994.5
13501,No,Points,Postcard,High,1,No,High,2,1,5,Yes,904.25
13502,No,Air Miles,Postcard,Low,1,No,Low,2,1,2,Yes,867.25
13503,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1408.25
13504,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,947.0
13505,No,Air Miles,Postcard,High,2,No,High,3,1,3,Yes,717.5
13506,No,Points,Postcard,Medium,1,No,Medium,3,0,5,No,744.75
13507,No,Cash Back,Letter,Medium,2,No,High,1,2,4,Yes,1312.75
13508,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,311.75
13509,No,Cash Back,Letter,Low,2,No,Low,3,1,4,Yes,1242.25
13510,No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1194.0
13511,Yes,Cash Back,Postcard,Low,2,Yes,Medium,1,0,3,No,1019.5
13512,No,Cash Back,Letter,High,1,Yes,Medium,2,0,3,No,978.25
13513,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,859.25
13514,No,Points,Postcard,Medium,2,Yes,High,1,1,6,Yes,985.75
13515,No,Air Miles,Letter,Medium,1,No,Medium,1,2,3,Yes,720.25
13516,No,Air Miles,Letter,High,1,No,High,2,2,2,Yes,1094.5
13517,No,Cash Back,Postcard,High,1,No,Low,2,2,1,Yes,854.75
13518,No,Cash Back,Postcard,High,1,No,High,1,1,2,Yes,645.75
13519,No,Cash Back,Postcard,High,2,No,High,3,0,2,No,912.75
13520,No,Air Miles,Postcard,Medium,2,No,Low,3,0,3,No,1080.5
13521,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,198.0
13522,No,Points,Postcard,Low,1,No,High,1,1,3,Yes,1051.25
13523,No,Cash Back,Postcard,Medium,1,Yes,Low,1,0,3,No,235.5
13524,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,685.25
13525,No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,1244.25
13526,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,2,Yes,1136.75
13527,No,Cash Back,Postcard,Medium,2,No,High,1,1,4,Yes,1235.25
13528,No,Air Miles,Postcard,Low,1,No,Low,2,0,5,No,274.5
13529,No,Cash Back,Postcard,Medium,1,No,Low,2,0,4,No,1173.5
13530,No,Cash Back,Letter,Medium,1,No,Low,1,2,3,Yes,1196.0
13531,No,Points,Postcard,Low,2,No,High,1,0,4,No,604.75
13532,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,Yes,1252.5
13533,No,Cash Back,Letter,High,1,No,Low,3,1,4,Yes,965.0
13534,No,Air Miles,Postcard,High,1,No,Low,3,0,4,No,1070.25
13535,No,Air Miles,Letter,Medium,1,No,High,2,0,2,No,848.25
13536,Yes,Cash Back,Letter,Low,2,No,Low,2,1,3,Yes,1321.5
13537,No,Cash Back,Postcard,Low,1,Yes,High,2,1,4,Yes,1059.0
13538,No,Points,Postcard,Medium,1,No,High,2,0,5,No,926.0
13539,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,888.25
13540,No,Cash Back,Letter,High,2,No,Low,2,1,2,Yes,1208.5
13541,No,Cash Back,Letter,High,1,Yes,High,3,1,5,Yes,1215.25
13542,No,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,1099.25
13543,No,Cash Back,Postcard,High,1,Yes,High,2,0,4,No,725.25
13544,No,Points,Postcard,High,1,No,High,2,1,4,Yes,1157.75
13545,No,Cash Back,Letter,Low,2,Yes,High,3,0,3,No,820.25
13546,No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,1170.0
13547,No,Cash Back,Letter,High,1,No,Low,2,0,3,No,1299.75
13548,No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,Yes,815.75
13549,No,Air Miles,Letter,Low,1,No,High,4,0,2,No,239.0
13550,No,Cash Back,Postcard,Low,1,No,High,2,0,2,No,1306.5
13551,No,Cash Back,Letter,High,1,No,High,1,1,2,Yes,1715.0
13552,No,Points,Postcard,Medium,1,No,High,2,2,4,Yes,1080.0
13553,No,Points,Letter,Medium,1,No,Medium,2,0,3,No,1175.25
13554,No,Cash Back,Postcard,Low,3,No,Low,2,0,4,No,966.75
13555,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,204.25
13556,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,955.5
13557,No,Points,Letter,Medium,2,Yes,Low,1,0,4,No,712.0
13558,No,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,1768.75
13559,No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,1282.0
13560,No,Air Miles,Postcard,Medium,3,Yes,High,3,2,3,Yes,711.0
13561,No,Air Miles,Postcard,High,2,No,High,1,1,4,Yes,1266.25
13562,No,Cash Back,Postcard,Medium,1,No,Low,1,2,3,Yes,1443.25
13563,No,Points,Postcard,High,2,No,Low,3,0,1,No,269.75
13564,No,Cash Back,Postcard,Medium,3,No,Low,3,1,3,Yes,766.75
13565,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1089.0
13566,No,Cash Back,Postcard,High,2,No,Low,2,2,3,Yes,972.0
13567,No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,Yes,963.75
13568,No,Air Miles,Letter,Medium,2,No,Medium,2,1,5,Yes,964.25
13569,No,Points,Postcard,Medium,1,No,Medium,2,0,4,No,1247.25
13570,No,Air Miles,Letter,Low,1,No,High,2,0,4,No,277.0
13571,Yes,Air Miles,Letter,Medium,1,No,Low,2,0,4,No,930.5
13572,Yes,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,960.5
13573,No,Points,Letter,Medium,1,No,Low,2,0,4,No,1195.25
13574,Yes,Cash Back,Postcard,Medium,1,No,Low,2,0,2,No,832.75
13575,No,Air Miles,Letter,Low,1,No,Low,1,0,5,No,883.75
13576,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,5,Yes,207.75
13577,No,Air Miles,Letter,High,1,Yes,Low,1,1,5,Yes,1105.75
13578,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,1100.75
13579,No,Cash Back,Letter,High,1,No,High,3,1,4,Yes,131.5
13580,No,Air Miles,Postcard,Medium,1,No,High,2,0,4,No,1012.75
13581,No,Air Miles,Letter,High,2,No,Medium,1,0,4,No,1068.0
13582,No,Points,Postcard,Low,2,No,Medium,1,1,4,Yes,951.25
13583,No,Cash Back,Letter,Low,1,No,High,2,1,5,Yes,1093.75
13584,No,Cash Back,Letter,Low,1,No,High,2,1,6,Yes,932.75
13585,No,Points,Postcard,Medium,1,No,Medium,2,2,4,Yes,1087.0
13586,No,Points,Postcard,Medium,1,No,Low,2,0,4,No,795.5
13587,No,Cash Back,Letter,Medium,1,No,Medium,2,1,2,Yes,1102.0
13588,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1223.25
13589,No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,1218.0
13590,No,Cash Back,Letter,Low,3,No,Medium,3,1,3,Yes,1300.75
13591,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,1016.5
13592,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1232.25
13593,No,Points,Letter,Medium,1,No,Low,3,1,5,Yes,1101.5
13594,No,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,1028.5
13595,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,967.0
13596,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1052.5
13597,No,Air Miles,Postcard,High,2,No,High,3,1,5,Yes,348.25
13598,No,Cash Back,Postcard,Low,1,No,Medium,3,0,3,No,915.25
13599,No,Points,Letter,Medium,2,No,Low,1,2,5,Yes,944.5
13600,No,Cash Back,Letter,Medium,1,No,Medium,3,2,4,Yes,1028.25
13601,No,Air Miles,Postcard,Medium,1,No,High,2,0,4,No,183.25
13602,No,Points,Letter,Medium,1,No,Low,2,0,4,No,1030.75
13603,No,Cash Back,Letter,Medium,1,No,Medium,1,2,2,Yes,1076.5
13604,No,Air Miles,Letter,Medium,1,Yes,Medium,1,0,4,No,967.5
13605,No,Air Miles,Letter,Medium,1,No,Medium,1,0,2,No,880.5
13606,No,Points,Postcard,Medium,1,Yes,Low,1,2,4,Yes,1098.0
13607,No,Air Miles,Postcard,High,1,No,High,1,0,3,No,773.25
13608,No,Cash Back,Letter,Low,1,No,Low,3,1,5,Yes,1189.25
13609,No,Points,Postcard,High,2,No,High,3,2,3,Yes,1100.0
13610,No,Points,Postcard,High,1,No,High,1,1,4,Yes,298.75
13611,No,Air Miles,Letter,Medium,2,No,Medium,1,0,3,No,300.0
13612,No,Air Miles,Letter,Low,2,No,Medium,2,1,4,Yes,810.5
13613,No,Cash Back,Postcard,High,1,No,Medium,2,1,3,Yes,1259.5
13614,No,Air Miles,Postcard,Low,1,No,Low,2,0,5,No,949.25
13615,No,Cash Back,Letter,Medium,1,Yes,Medium,3,2,3,Yes,969.0
13616,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1073.5
13617,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1026.75
13618,No,Points,Postcard,High,1,Yes,Low,2,1,4,Yes,1108.75
13619,No,Points,Letter,Medium,1,No,High,3,1,2,Yes,1158.5
13620,No,Air Miles,Letter,Medium,1,No,Low,2,0,3,No,703.75
13621,No,Points,Letter,Low,1,No,High,2,1,4,Yes,842.75
13622,No,Cash Back,Letter,Medium,2,No,High,3,2,4,Yes,1333.0
13623,No,Cash Back,Letter,Medium,1,Yes,High,2,1,3,Yes,1285.25
13624,Yes,Cash Back,Postcard,Medium,1,No,Low,2,0,3,No,1293.75
13625,No,Cash Back,Postcard,High,1,No,Medium,2,1,3,Yes,1026.0
13626,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,876.75
13627,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,754.25
13628,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,998.75
13629,No,Points,Postcard,Low,1,No,Medium,1,1,2,Yes,1174.5
13630,No,Points,Letter,High,1,No,High,1,1,3,Yes,745.5
13631,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1176.5
13632,No,Cash Back,Letter,Low,2,No,Medium,2,2,2,Yes,760.0
13633,No,Cash Back,Postcard,Low,1,No,High,1,0,1,No,755.5
13634,No,Cash Back,Postcard,High,1,Yes,High,3,2,2,Yes,1494.75
13635,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,319.25
13636,No,Cash Back,Letter,Medium,1,No,Medium,1,0,3,No,1195.25
13637,No,Points,Letter,High,1,No,High,2,1,4,Yes,1042.75
13638,No,Cash Back,Postcard,Low,1,No,High,3,2,2,Yes,1198.0
13639,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,185.5
13640,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,809.25
13641,No,Air Miles,Letter,Medium,1,No,Low,1,0,4,No,116.25
13642,No,Air Miles,Letter,High,2,No,High,2,0,4,No,994.25
13643,No,Cash Back,Postcard,High,1,No,High,2,1,3,Yes,1322.5
13644,No,Cash Back,Letter,High,2,No,High,1,1,4,Yes,979.5
13645,No,Points,Postcard,Medium,1,No,Medium,1,0,4,No,724.25
13646,Yes,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,920.0
13647,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,715.0
13648,No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,1007.5
13649,No,Points,Letter,High,2,Yes,Medium,2,0,2,No,859.0
13650,No,Points,Postcard,Medium,1,Yes,High,2,2,4,Yes,827.5
13651,No,Cash Back,Postcard,High,1,Yes,Medium,4,1,2,Yes,100.0
13652,No,Air Miles,Letter,High,1,Yes,Medium,3,1,2,Yes,649.0
13653,No,Air Miles,Postcard,High,1,No,Low,1,2,3,Yes,993.25
